"OBJECTID","ID_0","ISO","NAME_0","ID_1","NAME_1","ID_2","NAME_2","ID_3","NAME_3","ID_4","NAME_4","VARNAME_4","TYPE_4","ENGTYPE_4"
192,134,"MDG","Madagascar",1,"Antananarivo",3,"Itasy",13,"Soavinandriana",192,"Antampona",NA,"Fokontany","Commune"
193,134,"MDG","Madagascar",1,"Antananarivo",3,"Itasy",13,"Soavinandriana",193,"Antanetibe",NA,"Fokontany","Commune"
194,134,"MDG","Madagascar",1,"Antananarivo",3,"Itasy",13,"Soavinandriana",194,"Mahavelona",NA,"Fokontany","Commune"
195,134,"MDG","Madagascar",1,"Antananarivo",3,"Itasy",13,"Soavinandriana",195,"Mananasy",NA,"Fokontany","Commune"
196,134,"MDG","Madagascar",1,"Antananarivo",3,"Itasy",13,"Soavinandriana",196,"Masindray",NA,"Fokontany","Commune"
197,134,"MDG","Madagascar",1,"Antananarivo",3,"Itasy",13,"Soavinandriana",197,"Soavinandriana",NA,"Fokontany","Commune"
198,134,"MDG","Madagascar",1,"Antananarivo",3,"Itasy",13,"Soavinandriana",198,"Talata Dodona",NA,"Fokontany","Commune"
199,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",199,"Alarobia Antanamalaza",NA,"Fokontany","Commune"
200,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",200,"Ambatolampy",NA,"Fokontany","Commune"
201,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",201,"Ambatondrakalavao",NA,"Fokontany","Commune"
202,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",202,"Ambodifarihy",NA,"Fokontany","Commune"
203,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",203,"Ambohipihaonana",NA,"Fokontany","Commune"
204,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",204,"Andranovelona",NA,"Fokontany","Commune"
205,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",205,"Andravola",NA,"Fokontany","Commune"
206,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",206,"Andriambilany",NA,"Fokontany","Commune"
207,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",207,"Antakasina",NA,"Fokontany","Commune"
208,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",208,"Antsampandrano",NA,"Fokontany","Commune"
209,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",209,"Behenjy",NA,"Fokontany","Commune"
210,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",210,"Belambo",NA,"Fokontany","Commune"
211,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",211,"Manjakatompo",NA,"Fokontany","Commune"
212,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",212,"Morarano",NA,"Fokontany","Commune"
213,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",213,"Sabotsy Namatoana",NA,"Fokontany","Commune"
214,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",214,"Tsiafajavona Ankaratra",NA,"Fokontany","Commune"
215,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",14,"Ambatolampy",215,"Tsinjoarivo",NA,"Fokontany","Commune"
216,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",15,"Antanifotsy",216,"Ambatolahy",NA,"Fokontany","Commune"
217,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",15,"Antanifotsy",217,"Ambatomiady",NA,"Fokontany","Commune"
218,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",15,"Antanifotsy",218,"Ambatotsipihina",NA,"Fokontany","Commune"
219,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",15,"Antanifotsy",219,"Ambodiriana",NA,"Fokontany","Commune"
220,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",15,"Antanifotsy",220,"Ambohimandroso",NA,"Fokontany","Commune"
221,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",15,"Antanifotsy",221,"Ambohitompoina",NA,"Fokontany","Commune"
222,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",15,"Antanifotsy",222,"Ampitatafika",NA,"Fokontany","Commune"
223,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",15,"Antanifotsy",223,"Andranofito",NA,"Fokontany","Commune"
224,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",15,"Antanifotsy",224,"Antanifotsy",NA,"Fokontany","Commune"
225,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",15,"Antanifotsy",225,"Antsahalava",NA,"Fokontany","Commune"
226,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",15,"Antanifotsy",226,"Antsampandrano",NA,"Fokontany","Commune"
227,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",227,"Alakamisy",NA,"Fokontany","Commune"
228,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",228,"Ambano",NA,"Fokontany","Commune"
229,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",229,"Ambatomena",NA,"Fokontany","Commune"
230,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",230,"Ambohibary",NA,"Fokontany","Commune"
231,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",231,"Ambohidranandriana",NA,"Fokontany","Commune"
232,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",232,"Ambohimiarivo",NA,"Fokontany","Commune"
233,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",233,"Ambohitsimanova",NA,"Fokontany","Commune"
234,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",234,"Andranomanelatra",NA,"Fokontany","Commune"
235,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",235,"Antanambao",NA,"Fokontany","Commune"
236,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",236,"Antsoatany",NA,"Fokontany","Commune"
237,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",237,"Belazao",NA,"Fokontany","Commune"
238,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",238,"Ibity",NA,"Fokontany","Commune"
239,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",239,"Manandona",NA,"Fokontany","Commune"
240,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",240,"Mandrosohasina",NA,"Fokontany","Commune"
241,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",241,"Mangarano",NA,"Fokontany","Commune"
242,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",242,"Marososona",NA,"Fokontany","Commune"
243,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",243,"Sahanivotry",NA,"Fokontany","Commune"
244,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",244,"Soanindrariny",NA,"Fokontany","Commune"
245,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",245,"Tsarahonenana",NA,"Fokontany","Commune"
246,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",16,"Antsirabe Rural",246,"Vinaninkarena",NA,"Fokontany","Commune"
247,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",17,"Antsirabe Urban",247,"Antsirabe",NA,"Fokontany","Commune"
248,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",248,"Ambatonikolahy",NA,"Fokontany","Commune"
249,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",249,"Ambohijato Mandritsara",NA,"Fokontany","Commune"
250,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",250,"Ambohimanambola",NA,"Fokontany","Commune"
251,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",251,"Ambohimasina",NA,"Fokontany","Commune"
252,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",252,"Anativato",NA,"Fokontany","Commune"
253,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",253,"Andrembesoa",NA,"Fokontany","Commune"
254,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",254,"Anjoma Ramartina",NA,"Fokontany","Commune"
255,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",255,"Ankazomiriotra",NA,"Fokontany","Commune"
256,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",256,"Anosiarivo Manapa",NA,"Fokontany","Commune"
257,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",257,"Antsoso",NA,"Fokontany","Commune"
258,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",258,"Betafo",NA,"Fokontany","Commune"
259,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",259,"Betsohana",NA,"Fokontany","Commune"
260,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",260,"Fidirana",NA,"Fokontany","Commune"
261,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",261,"Inanantonana",NA,"Fokontany","Commune"
262,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",262,"Mahaiza",NA,"Fokontany","Commune"
263,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",263,"Mandoto",NA,"Fokontany","Commune"
264,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",264,"Soavina",NA,"Fokontany","Commune"
265,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",265,"Tanambao Ambary",NA,"Fokontany","Commune"
266,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",266,"Tritriva",NA,"Fokontany","Commune"
267,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",267,"Vasiana",NA,"Fokontany","Commune"
268,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",18,"Betafo",268,"Vinany",NA,"Fokontany","Commune"
269,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",19,"Faratsiho",269,"Ambatoasana Valabetokana",NA,"Fokontany","Commune"
270,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",19,"Faratsiho",270,"Ambatofotsy Ambohiborona",NA,"Fokontany","Commune"
271,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",19,"Faratsiho",271,"Andranomiady",NA,"Fokontany","Commune"
272,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",19,"Faratsiho",272,"Antsapanimahazo",NA,"Fokontany","Commune"
273,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",19,"Faratsiho",273,"Faratsiho",NA,"Fokontany","Commune"
274,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",19,"Faratsiho",274,"Miandrarivo",NA,"Fokontany","Commune"
275,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",19,"Faratsiho",275,"Ramainandro",NA,"Fokontany","Commune"
276,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",19,"Faratsiho",276,"Vinaninony Atsimo",NA,"Fokontany","Commune"
277,134,"MDG","Madagascar",1,"Antananarivo",4,"Vakinankaratra",19,"Faratsiho",277,"Vinaninony Avaratra",NA,"Fokontany","Commune"
278,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",278,"Ambalahonko",NA,"Fokontany","Commune"
279,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",279,"Ambanja",NA,"Fokontany","Commune"
280,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",280,"Ambodimanga Ramena",NA,"Fokontany","Commune"
281,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",281,"Ambohimarina",NA,"Fokontany","Commune"
282,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",282,"Ankatafa",NA,"Fokontany","Commune"
283,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",283,"Ankingameloka",NA,"Fokontany","Commune"
284,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",284,"Anorotsangana",NA,"Fokontany","Commune"
285,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",285,"Antafiambotry",NA,"Fokontany","Commune"
286,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",286,"Antranokarany",NA,"Fokontany","Commune"
287,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",287,"Antsakoamanondro",NA,"Fokontany","Commune"
288,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",288,"Antsatsaka",NA,"Fokontany","Commune"
289,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",289,"Antsirabe",NA,"Fokontany","Commune"
290,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",290,"Bemanevika Ouest",NA,"Fokontany","Commune"
291,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",291,"Bemanevika",NA,"Fokontany","Commune"
292,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",292,"Benavony",NA,"Fokontany","Commune"
293,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",293,"Maevatanana",NA,"Fokontany","Commune"
294,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",294,"Maherivaratra",NA,"Fokontany","Commune"
295,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",295,"Marotolana",NA,"Fokontany","Commune"
296,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",296,"Marovato",NA,"Fokontany","Commune"
297,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",20,"Ambanja",297,"Ndangoa",NA,"Fokontany","Commune"
298,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",21,"Ambilobe",298,"Ambakirano",NA,"Fokontany","Commune"
299,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",21,"Ambilobe",299,"Ambarakaraka",NA,"Fokontany","Commune"
300,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",21,"Ambilobe",300,"Ambatobe Anjavy",NA,"Fokontany","Commune"
301,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",21,"Ambilobe",301,"Ambilobe",NA,"Fokontany","Commune"
302,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",21,"Ambilobe",302,"Ambodibonara",NA,"Fokontany","Commune"
303,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",21,"Ambilobe",303,"Ampondralava",NA,"Fokontany","Commune"
304,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",21,"Ambilobe",304,"Anaborano",NA,"Fokontany","Commune"
305,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",21,"Ambilobe",305,"Anjiabe Ambony",NA,"Fokontany","Commune"
306,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",21,"Ambilobe",306,"Antsaravibe",NA,"Fokontany","Commune"
307,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",21,"Ambilobe",307,"Antsohimbondrona",NA,"Fokontany","Commune"
308,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",21,"Ambilobe",308,"Beramanja",NA,"Fokontany","Commune"
309,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",21,"Ambilobe",309,"Betsiaka",NA,"Fokontany","Commune"
310,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",21,"Ambilobe",310,"Manambato",NA,"Fokontany","Commune"
311,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",21,"Ambilobe",311,"Mantaly",NA,"Fokontany","Commune"
312,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",21,"Ambilobe",312,"Tanambao Marivorakona",NA,"Fokontany","Commune"
313,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",22,"Antsiranana Rural",313,"Andranofanjava",NA,"Fokontany","Commune"
314,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",22,"Antsiranana Rural",314,"Andranovondronina",NA,"Fokontany","Commune"
315,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",22,"Antsiranana Rural",315,"Anivorano nord",NA,"Fokontany","Commune"
316,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",22,"Antsiranana Rural",316,"Ankarongana",NA,"Fokontany","Commune"
317,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",22,"Antsiranana Rural",317,"Anketrakabe",NA,"Fokontany","Commune"
318,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",22,"Antsiranana Rural",318,"Antsahampano",NA,"Fokontany","Commune"
319,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",22,"Antsiranana Rural",319,"Antsalaka",NA,"Fokontany","Commune"
320,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",22,"Antsiranana Rural",320,"Bobasakoa",NA,"Fokontany","Commune"
321,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",22,"Antsiranana Rural",321,"Joffreville",NA,"Fokontany","Commune"
322,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",22,"Antsiranana Rural",322,"Mahaliana",NA,"Fokontany","Commune"
323,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",22,"Antsiranana Rural",323,"Mahavanona",NA,"Fokontany","Commune"
324,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",22,"Antsiranana Rural",324,"Mangoaka",NA,"Fokontany","Commune"
325,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",22,"Antsiranana Rural",325,"Mosorolava",NA,"Fokontany","Commune"
326,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",22,"Antsiranana Rural",326,"Ramena",NA,"Fokontany","Commune"
327,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",22,"Antsiranana Rural",327,"Sadjoavato",NA,"Fokontany","Commune"
328,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",23,"Antsiranana Urban",328,"Antsiranana I",NA,"Fokontany","Commune"
329,134,"MDG","Madagascar",2,"Antsiranana",5,"Diana",24,"Nosibe",329,"Nosy be",NA,"Fokontany","Commune"
330,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",330,"Ambalamanasy II",NA,"Fokontany","Commune"
331,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",331,"Ambinany Antsahamena",NA,"Fokontany","Commune"
332,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",332,"Ambodiangezoka",NA,"Fokontany","Commune"
333,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",333,"Ambodimanga",NA,"Fokontany","Commune"
334,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",334,"Andapa",NA,"Fokontany","Commune"
335,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",335,"Andrakata",NA,"Fokontany","Commune"
336,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",336,"Andranomena",NA,"Fokontany","Commune"
337,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",337,"Anjialavabe",NA,"Fokontany","Commune"
338,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",338,"Ankiakabe",NA,"Fokontany","Commune"
339,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",339,"Anoviara",NA,"Fokontany","Commune"
340,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",340,"Bealampona",NA,"Fokontany","Commune"
341,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",341,"Belaoka",NA,"Fokontany","Commune"
342,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",342,"Betsakotsako",NA,"Fokontany","Commune"
343,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",343,"Doany",NA,"Fokontany","Commune"
344,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",344,"Marovato",NA,"Fokontany","Commune"
345,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",345,"Matsohely",NA,"Fokontany","Commune"
346,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",25,"Andapa",346,"Tanandava",NA,"Fokontany","Commune"
347,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",26,"Antalaha",347,"Ambalabe",NA,"Fokontany","Commune"
348,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",26,"Antalaha",348,"Ambinanifaho",NA,"Fokontany","Commune"
349,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",26,"Antalaha",349,"Ambohitralanana",NA,"Fokontany","Commune"
350,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",26,"Antalaha",350,"Ampahana",NA,"Fokontany","Commune"
351,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",26,"Antalaha",351,"Ampohibe",NA,"Fokontany","Commune"
352,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",26,"Antalaha",352,"Andampy",NA,"Fokontany","Commune"
353,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",26,"Antalaha",353,"Antalaha",NA,"Fokontany","Commune"
354,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",26,"Antalaha",354,"Antananambo",NA,"Fokontany","Commune"
355,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",26,"Antalaha",355,"Antombana",NA,"Fokontany","Commune"
356,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",26,"Antalaha",356,"Antsahanoro",NA,"Fokontany","Commune"
357,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",26,"Antalaha",357,"Antsambalahy",NA,"Fokontany","Commune"
358,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",26,"Antalaha",358,"Lanjarivo",NA,"Fokontany","Commune"
359,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",26,"Antalaha",359,"Marofinaritra",NA,"Fokontany","Commune"
360,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",26,"Antalaha",360,"Sarahandrano",NA,"Fokontany","Commune"
361,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",26,"Antalaha",361,"Vinanivao",NA,"Fokontany","Commune"
362,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",362,"Ambatoafo",NA,"Fokontany","Commune"
363,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",363,"Amboahangibe",NA,"Fokontany","Commune"
364,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",364,"Ambodiampana",NA,"Fokontany","Commune"
365,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",365,"Ambodivoara",NA,"Fokontany","Commune"
366,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",366,"Ambohimalaza",NA,"Fokontany","Commune"
367,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",367,"Ambohimitsinjo",NA,"Fokontany","Commune"
368,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",368,"Analamaho",NA,"Fokontany","Commune"
369,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",369,"Andrahanjo",NA,"Fokontany","Commune"
370,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",370,"Anjangoveratra",NA,"Fokontany","Commune"
371,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",371,"Anjialava",NA,"Fokontany","Commune"
372,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",372,"Anjinjaomby",NA,"Fokontany","Commune"
373,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",373,"Antindra",NA,"Fokontany","Commune"
374,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",374,"Antsahavaribe",NA,"Fokontany","Commune"
375,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",375,"Antsambaharo",NA,"Fokontany","Commune"
376,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",376,"Bemanevika",NA,"Fokontany","Commune"
377,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",377,"Bevohotra",NA,"Fokontany","Commune"
378,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",378,"Farahalana",NA,"Fokontany","Commune"
379,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",379,"Maroambihy",NA,"Fokontany","Commune"
380,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",380,"Marogaona",NA,"Fokontany","Commune"
381,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",381,"Marojala",NA,"Fokontany","Commune"
382,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",382,"Morafeno",NA,"Fokontany","Commune"
383,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",383,"Nosiarina",NA,"Fokontany","Commune"
384,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",384,"Sambava",NA,"Fokontany","Commune"
385,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",385,"Soahitra",NA,"Fokontany","Commune"
386,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",27,"Sambava",386,"Tanambao",NA,"Fokontany","Commune"
387,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",387,"Ambalasatrana",NA,"Fokontany","Commune"
388,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",388,"Ambinanin'Andravory",NA,"Fokontany","Commune"
389,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",389,"Amboriala",NA,"Fokontany","Commune"
390,134,"MDG","Madagascar",2,"Antsiranana",6,"Sava",28,"Vohimarina (Iharana)",390,"Ampanefena",NA,"Fokontany","Commune"
